PLUS,McMullen,State,Locality,Name,Type,Found_Date,First_Ref,Latest_Ref,Cess_Date,ED_for_Size,Size_at_ED,LD_for_Size,Size_at_LD,card_image
8298,3218,MA,Uxbridge,Free Public Library,Public,1874,,1884,,1875,1000,1875,1000,https://library.princeton.edu/visual_materials/mcmullen/gif/03218.gif
8299,3222,MA,Vineyard Haven,Sailors' Free Library,Public,1870,,1884,,1875,1400,1875,1400,https://library.princeton.edu/visual_materials/mcmullen/gif/03222.gif
8300,3223,MA,Wakefield,Beebe Town Library,Public,1856,,1884,,1875,4897,1875,4897,https://library.princeton.edu/visual_materials/mcmullen/gif/03223.gif
8301,95193,MA,Walpole,Walpole Town Library,Public,,1869,1869,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/95193.gif
8302,3233,MA,Waltham,Public Library,Public,1865,,1884,,1869,5000,1875,7560,https://library.princeton.edu/visual_materials/mcmullen/gif/03233.gif
8303,3239,MA,Warwick,Public Library,Public,1870,,1884,,1875,1300,1875,1300,https://library.princeton.edu/visual_materials/mcmullen/gif/03239.gif
8304,3241,MA,Watertown,Free Public Library,Public,1868,,1884,,1875,8300,1875,8300,https://library.princeton.edu/visual_materials/mcmullen/gif/03241.gif
8305,3244,MA,Wayland,Free Public Library,Public,1848,,1884,,1869,3856,1875,4782,https://library.princeton.edu/visual_materials/mcmullen/gif/03244.gif
8306,3245,MA,Webster,Town Library,Public,1860,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03245.gif
8307,3247,MA,Wellesley,Library Assoc.,Public,1859,,1875,,1875,890,1875,890,https://library.princeton.edu/visual_materials/mcmullen/gif/03247.gif
8308,3252,MA,West Brookfield,Public Library,Public,1874,,1884,,1875,1408,1875,1408,https://library.princeton.edu/visual_materials/mcmullen/gif/03252.gif
8309,3253,MA,West Dennis,Public Library,Public,1874,,1875,,1875,274,1875,274,https://library.princeton.edu/visual_materials/mcmullen/gif/03253.gif
8310,3257,MA,West Roxbury,Free Library,Public,,1875,1875,,1875,2684,1875,2684,https://library.princeton.edu/visual_materials/mcmullen/gif/03257.gif
8311,3264,MA,Westborough,Free Public Library,Public,1857,,1884,,1869,1442,1875,2250,https://library.princeton.edu/visual_materials/mcmullen/gif/03264.gif
8312,3271,MA,Westford,Public Library,Public,1859,,1884,,1869,1544,1870,2356,https://library.princeton.edu/visual_materials/mcmullen/gif/03271.gif
8313,3272,MA,Westminster,Westminster Library,Public,1855,,1875,,1875,850,1875,850,https://library.princeton.edu/visual_materials/mcmullen/gif/03272.gif
8314,3273,MA,Westminster,Westminster Public Library,Public,1868,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03273.gif
8315,3275,MA,Weston,Town Library,Public,1857,,1884,,1869,3000,1875,3800,https://library.princeton.edu/visual_materials/mcmullen/gif/03275.gif
8316,3281,MA,Whately,Whately Public Library,Public,1874,,1884,,1875,375,1875,375,https://library.princeton.edu/visual_materials/mcmullen/gif/03281.gif
8317,3285,MA,Williamstown,Public Library,Public,1874,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03285.gif
8318,3296,MA,Wilmington,Public Library,Public,1871,,1884,,1875,1000,1875,1000,https://library.princeton.edu/visual_materials/mcmullen/gif/03296.gif
8319,3297,MA,Winchendon,Public Library,Public,1867,,1884,,1869,1295,1875,2264,https://library.princeton.edu/visual_materials/mcmullen/gif/03297.gif
8320,3302,MA,Winchester,Town Library,Public,1859,,1884,,1859,1100,1875,3100,https://library.princeton.edu/visual_materials/mcmullen/gif/03302.gif
8321,3306,MA,Woburn,Town Library,Public,1854,,1884,,1857,1700,1875,6500,https://library.princeton.edu/visual_materials/mcmullen/gif/03306.gif
8322,3315,MA,Worcester,Free Public Library,Public,1859,,1884,,1869,21000,1875,34609,https://library.princeton.edu/visual_materials/mcmullen/gif/03315.gif
8323,3339,MA,Yarmouth,Library Assoc.,Public,1866,,1875,,1875,1536,1875,1536,https://library.princeton.edu/visual_materials/mcmullen/gif/03339.gif
8324,52123,MI,Ada,Ada Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52123.gif
8325,52124,MI,Adams,Adams Township Library,Town,,1857,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52124.gif
8326,52125,MI,Addison,Addison Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52125.gif
8327,52126,MI,Adgansee,Adgansee Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52126.gif
8328,3349,MI,Adrian,Adrian Township Library,Town,1848,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03349.gif
8329,52127,MI,Adrian City,Adrian City Township Library,Town,,1857,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52127.gif
8330,3352,MI,Adrian,Madison Township Library,Town,1844,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03352.gif
8331,52128,MI,Akron,Akron Township Library,Town,,1858,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52128.gif
8332,52129,MI,Alaiedon,Alaiedon Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52129.gif
8333,52130,MI,Alamo,Alamo Township Library,Town,,1855,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52130.gif
8334,52131,MI,Albion,Albion Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52131.gif
8335,52132,MI,Algoma,Algoma Township Library,Town,,1855,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52132.gif
8336,52133,MI,Allen,Allen Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52133.gif
8337,3361,MI,Allendale,Allendale Township Library,Town,,1855,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03361.gif
8338,3360,MI,Allegan,Allegan Township Library,Town,1843,,1903,,1875,600,1875,600,https://library.princeton.edu/visual_materials/mcmullen/gif/03360.gif
8339,52134,MI,Allison,Allison Township Library,Town,,1857,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52134.gif
8340,52135,MI,Alma,Alma Township Library,Town,,1857,1857,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52135.gif
8341,52136,MI,Almena,Almena Township Library,Town,,1855,1857,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52136.gif
8342,52137,MI,Almer,Almer Township Library,Town,,1858,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52137.gif
8343,52138,MI,Almont,Almont Township Library,Town,,1855,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52138.gif
8344,52139,MI,Alpine,Alpine Township Library,Town,,1857,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52139.gif
8345,52140,MI,Amboy,Amboy Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52140.gif
8346,52141,MI,Ann Arbor City,Ann Arbor Township Library,Town,,1855,1857,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52141.gif
8347,52142,MI,Ann Arbor,Ann Arbor Township Library,Town,,1855,1857,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52142.gif
8348,52143,MI,Antrim,Antrim Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52143.gif
8349,52144,MI,Antwerp,Antwerp Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52144.gif
8350,52145,MI,Arbela,Arbela Township Library,Town,,1855,1857,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52145.gif
8351,52146,MI,Arcadia,Arcadia Township Library,Town,,1857,1857,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52146.gif
8352,52147,MI,Arcadia,Arcadia Township Library,Town,,1857,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52147.gif
8353,52148,MI,Argentine,Argentine Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52148.gif
8354,52149,MI,Arlington,Arlington Township Library,Town,,1858,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52149.gif
8355,52150,MI,Armada,Armada Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52150.gif
8356,52151,MI,Ash,Ash Township Library,Town,,1855,1857,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52151.gif
8357,52152,MI,Ashland,Ashland Township Library,Town,,1858,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52152.gif
8358,52153,MI,Assyria,Assyria Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52153.gif
8359,52154,MI,Athens,Athens Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52154.gif
8360,3374,MI,Atkins,Atkins Township Library,Town,1850,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03374.gif
8361,52155,MI,Atlas,Atlas Township Library,Town,,1855,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52155.gif
8362,52156,MI,Attica,Attica Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52156.gif
8363,52157,MI,Augusta,Augusta Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52157.gif
8364,52158,MI,Aurelius,Aurelius Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52158.gif
8365,52159,MI,Austin,Austin Township Library,Town,,1857,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52159.gif
8366,52160,MI,Avon,Avon Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52160.gif
8367,52161,MI,Bainbridge,Bainbridge Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52161.gif
8368,52162,MI,Baltimore,Baltimore Township Library,Town,,1855,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52162.gif
8369,52163,MI,Bangor,Bangor Township Library,Town,,1855,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52163.gif
8370,3376,MI,Bartlett,Grant Township Library,Town,1870,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03376.gif
8371,52164,MI,Batavia,Batavia Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52164.gif
8372,52165,MI,Bath,Bath Township Library,Town,,1855,1857,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52165.gif
8373,52166,MI,Battle Creek,Battle Creek Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52166.gif
8374,3383,MI,Bear Lake,Pleasanton Township Library,Town,1873,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03383.gif
8375,52167,MI,Bedford,Bedford Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52167.gif
8376,52168,MI,Bedford,Bedford Township Library,Town,,1855,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52168.gif
8377,3384,MI,Bellevue,Bellevue Township Library,Town,1846,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03384.gif
8378,52169,MI,Bengal,Bengal Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52169.gif
8379,52170,MI,Bennington,Bennington Township Library,Town,,1857,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52170.gif
8380,52171,MI,Benona,Benona Township Library,Town,,1860,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52171.gif
8381,52172,MI,Benton,Benton Township Library,Town,,1857,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52172.gif
8382,52173,MI,Benton,Benton Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52173.gif
8383,52174,MI,Berlin,Berlin Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52174.gif
8384,52175,MI,Berlin,Berlin Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52175.gif
8385,52176,MI,Berrien,Berrien Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52176.gif
8386,52177,MI,Bertrand,Bertrand Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52177.gif
8387,52178,MI,Bethany,Bethany Township Library,Town,,1857,1857,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52178.gif
8388,52179,MI,Bethel,Bethel Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52179.gif
8389,52180,MI,Big Prairie,Big Prairie Township Library,Town,,1855,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52180.gif
8390,52181,MI,Bingham,Bingham Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52181.gif
8391,52182,MI,Birch,Birch Township Library,Town,,1855,1855,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52182.gif
8392,52183,MI,Blackman,Blackman Township Library,Town,,1857,1857,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52183.gif
8393,52184,MI,Blendon,Blendon Township Library,Town,,1855,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52184.gif
8394,52185,MI,Blissfield,Blissfield Township Library,Town,,1857,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52185.gif
8395,52186,MI,Bloomer,Bloomer Township Library,Town,,1855,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52186.gif
8396,52187,MI,Bloomfield,Bloomfield Township Library,Town,,1855,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52187.gif
8397,52188,MI,Bloomingdale,Bloomingdale Township Library,Town,,1855,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52188.gif
8398,3388,MI,Blumfield,Blumfield Township Library,Town,1858,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03388.gif
8399,52189,MI,Boston,Boston Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52189.gif
8400,3389,MI,Bowen Mills,Yankee Springs Township Library,Town,1856,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03389.gif
8401,52190,MI,Bowne,Bowne Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52190.gif
8402,52191,MI,Brady,Brady Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52191.gif
8403,52192,MI,Brant,Brant Township Library,Town,,1858,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52192.gif
8404,52193,MI,Bridgehampton,Bridgehampton Township Library,Town,,1858,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52193.gif
8405,3390,MI,Bridgeport,Bridgeport Township Library,Town,,1855,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03390.gif
8406,52194,MI,Bridgewater,Bridgewater Township Library,Town,,1855,1855,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52194.gif
8407,3391,MI,Brighton,Genoa Township Library,Town,1839,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03391.gif
8408,52195,MI,Brighton,Brighton Township Library,Town,,1855,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52195.gif
8409,52196,MI,Brockway,Brockway Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52196.gif
8410,52197,MI,Bronson,Bronson Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52197.gif
8411,52198,MI,Brookfield,Brookfield Township Library,Town,,1857,1857,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52198.gif
8412,52199,MI,Brooks,Brooks Township Library,Town,,1855,1855,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52199.gif
8413,52200,MI,Brown,Brown Township Library,Town,,1858,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52200.gif
8414,52201,MI,Brownstown,Brownstown Township Library,Town,,1858,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52201.gif
8415,52202,MI,Bruce,Bruce Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52202.gif
8416,3392,MI,Buchanan,Buchanan Township Library,Town,,1855,1884,,1870,350,1875,284,https://library.princeton.edu/visual_materials/mcmullen/gif/03392.gif
8417,52203,MI,Buel,Buel Township Library,Town,,1857,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52203.gif
8418,52204,MI,Buena,Buena Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52204.gif
8419,52205,MI,Bunkerhill,Bunkerhill Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52205.gif
8420,52206,MI,Burch Run,Burch Run Township Library,Town,,1857,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52206.gif
8421,52207,MI,Burchville,Burchville Township Library,Town,,1855,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52207.gif
8422,52208,MI,Burlington,Burlington Township Library,Town,,1858,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/52208.gif
